Mod:Item:MetaData, Localized Name
twilightforest:twilight_sapling:6, Tree of Transformation Sapling
twilightforest:twilight_sapling:7, Miner's Tree Sapling
twilightforest:twilight_sapling:8, Sorting Tree Sapling
twilightforest:twilight_sapling:9, Rainbow Oak Sapling
twilightforest:moonworm, Moonworm
twilightforest:magic_log:0, Timewood
twilightforest:magic_log:1, Transwood
twilightforest:magic_log:2, Minewood
twilightforest:magic_log:3, Sortingwood
twilightforest:magic_leaves:0, Timewood Leaves
twilightforest:magic_leaves:1, Leaves of Transformation
twilightforest:magic_leaves:2, Miner's Leaves
twilightforest:magic_leaves:3, Sorting Leaves
twilightforest:magic_log_core:0, Timewood Clock
twilightforest:magic_log_core:1, Heart of Transformation
twilightforest:magic_log_core:2, Minewood Core
twilightforest:magic_log_core:3, Sortingwood Engine
twilightforest:tower_wood:0, Towerwood Planks
twilightforest:tower_wood:1, Encased Towerwood
twilightforest:tower_wood:2, Cracked Towerwood
twilightforest:tower_wood:3, Mossy Towerwood
twilightforest:tower_wood:4, Infested Towerwood
twilightforest:tower_device:0, Reappearing Block
twilightforest:tower_device:2, Vanishing Block
twilightforest:tower_device:4, Locked Vanishing Block
twilightforest:tower_device:5, Unlocked Vanishing Block
twilightforest:tower_device:6, Carminite Builder
twilightforest:tower_device:9, Anti-builder
twilightforest:tower_device:10, Ghast Trap
twilightforest:tower_device:12, Carminite Reactor
twilightforest:stronghold_shield, Stronghold Shield
twilightforest:trophy_pedestal:0, Trophy Pedestal
twilightforest:aurora_block, Aurora Block
twilightforest:underbrick:0, Underbrick
twilightforest:underbrick:1, Mossy Underbrick
twilightforest:underbrick:2, Cracked Underbrick
twilightforest:underbrick:3, Underbrick Floor
twilightforest:thorns:0, Thorns
twilightforest:thorns:1, Green Thorns
twilightforest:burnt_thorns, Burnt Thorns
twilightforest:thorn_rose, Thorn Rose
twilightforest:twilight_leaves_3:0, Thorn Leaves
twilightforest:twilight_leaves_3:1, Beanstalk Leaves
twilightforest:deadrock:0, Weathered Deadrock
twilightforest:deadrock:1, Cracked Deadrock
twilightforest:deadrock:2, Deadrock
twilightforest:dark_leaves, Darkwood Leaves
twilightforest:aurora_pillar, Aurora Pillar
twilightforest:aurora_slab:0, Aurora Slab
twilightforest:trollsteinn, Trollsteinn
twilightforest:wispy_cloud, Wispy Cloud
twilightforest:fluffy_cloud, Fluffy Cloud
twilightforest:giant_cobblestone, Giant Cobblestone
twilightforest:giant_log, Giant Log
twilightforest:giant_leaves, Giant Leaves
twilightforest:giant_obsidian, Giant Obsidian
twilightforest:uberous_soil, Uberous Soil
twilightforest:huge_stalk, Huge Stalk
twilightforest:huge_mushgloom, Huge Mushgloom
twilightforest:trollvidr, Trollvidr
twilightforest:unripe_trollber, Unripe Trollber
twilightforest:trollber, Trollber
twilightforest:knightmetal_block, Block of Knightmetal
twilightforest:huge_lilypad, Huge Lily Pad
twilightforest:huge_waterlily, Huge Water Lily
twilightforest:slider:0, Slide Trap
twilightforest:slider:1, Slide Trap 1
twilightforest:slider:2, Slide Trap 2
twilightforest:slider:3, Slide Trap 3
twilightforest:castle_brick:0, Castle Brick
twilightforest:castle_brick:1, Worn Castle Brick
twilightforest:castle_brick:2, Cracked Castle Brick
twilightforest:castle_brick:3, Castle Roof Tile
twilightforest:castle_brick:4, Mossy Castle Brick
twilightforest:castle_brick:5, Thick Castle Brick
twilightforest:castle_stairs_brick, Castle Brick Stairs
twilightforest:castle_stairs_cracked, Cracked Castle Brick Stairs
twilightforest:castle_stairs_worn, Worn Castle Brick Stairs
twilightforest:castle_stairs_mossy, Mossy Castle Brick Stairs
twilightforest:castle_pillar:0, Encased Castle Brick Pillar
twilightforest:castle_pillar:1, Encased Castle Brick Tile
twilightforest:castle_pillar:2, Bold Castle Brick Pillar
twilightforest:castle_pillar:3, Bold Castle Brick Tiles
twilightforest:castle_stairs:0, Encased Castle Brick Stairs
twilightforest:castle_stairs:8, Bold Castle Brick Stairs
twilightforest:castle_rune_brick:0, Pink Castle Rune Brick
twilightforest:castle_rune_brick:1, Blue Castle Rune Brick
twilightforest:castle_rune_brick:2, Yellow Castle Rune Brick
twilightforest:castle_rune_brick:3, Violet Castle Rune Brick
twilightforest:force_field:0, Violet Force Field
twilightforest:force_field:1, Pink Force Field
twilightforest:force_field:2, Orange Force Field
twilightforest:force_field:3, Green Force Field
twilightforest:force_field:4, Blue Force Field
twilightforest:cinder_furnace, Cinder Furnace [NYI]
twilightforest:cinder_log, Cinder Log [NYI]
twilightforest:castle_door:0, Yellow Castle Door
twilightforest:castle_door:1, Violet Castle Door
twilightforest:castle_door:2, Pink Castle Door
twilightforest:castle_door:3, Blue Castle Door
twilightforest:miniature_structure:0, Miniature Twilight Portal [NYI]
twilightforest:miniature_structure:1, Miniature Hedge Maze [NYI]
twilightforest:miniature_structure:2, Miniature Hollow Hill [NYI]
twilightforest:miniature_structure:3, Miniature Quest Grove [NYI]
twilightforest:miniature_structure:4, Miniature Mushroom Castle [NYI]
twilightforest:miniature_structure:5, Miniature Naga Courtyard [NYI]
twilightforest:miniature_structure:6, Miniature Lich Tower [NYI]
twilightforest:miniature_structure:7, Miniature Minotaur Labyrinth [NYI]
twilightforest:miniature_structure:8, Miniature Hydra's Lair [NYI]
twilightforest:miniature_structure:9, Miniature Goblin Stronghold [NYI]
twilightforest:miniature_structure:10, Miniature Dark Tower [NYI]
twilightforest:miniature_structure:11, Miniature Yeti Cave [NYI]
twilightforest:miniature_structure:12, Miniature Aurora Palace [NYI]
twilightforest:miniature_structure:13, Miniature Troll Cave and House in the Clouds [NYI]
twilightforest:miniature_structure:14, Miniature Final Castle [NYI]
twilightforest:block_storage:0, Block of Ironwood
twilightforest:block_storage:1, Block of Fiery Metal
twilightforest:block_storage:2, Block of Steeleaf
twilightforest:block_storage:3, Block of Arctic Fur
twilightforest:block_storage:4, Block of Carminite
twilightforest:spiral_bricks, Spiral Stone Bricks
twilightforest:etched_nagastone, Etched Nagastone
twilightforest:nagastone_pillar, Nagastone Pillar
twilightforest:nagastone_stairs:0, Nagastone Stairs (Left)
twilightforest:nagastone_stairs:8, Nagastone Stairs (Right)
twilightforest:etched_nagastone_mossy, Mossy Etched Nagastone
twilightforest:nagastone_pillar_mossy, Mossy Nagastone Pillar
twilightforest:nagastone_stairs_mossy:0, Mossy Nagastone Stairs (Left)
twilightforest:nagastone_stairs_mossy:8, Mossy Nagastone Stairs (Right)
twilightforest:etched_nagastone_weathered, Ruined Etched Nagastone
twilightforest:nagastone_pillar_weathered, Ruined Nagastone Pillar
twilightforest:nagastone_stairs_weathered:0, Weathered Nagastone Stairs (Left)
twilightforest:nagastone_stairs_weathered:8, Weathered Nagastone Stairs (Right)
twilightforest:auroralized_glass, Auroralized Glass
twilightforest:iron_ladder, Iron Ladder
twilightforest:terrorcotta_circle, Terrorcotta (Circular)
twilightforest:terrorcotta_diagonal, Terrorcotta (Diagonal)
twilightforest:stone_twist, tile.twilightforest.StonePillar.name
twilightforest:stone_twist_thin, tile.twilightforest.StonePillarThin.name
twilightforest:twilight_oak_planks, Twilight Oak Planks
twilightforest:twilight_oak_stairs, Twilight Oak Stairs
twilightforest:twilight_oak_slab:0, Twilight Oak Slab
twilightforest:twilight_oak_button, Twilight Oak Button
twilightforest:twilight_oak_door, Twilight Oak Door
twilightforest:twilight_oak_trapdoor, Twilight Oak Trapdoor
twilightforest:twilight_oak_fence, Twilight Oak Fence
twilightforest:twilight_oak_gate, Twilight Oak Gate
twilightforest:twilight_oak_plate, Twilight Oak Pressure Plate
twilightforest:canopy_planks, Canopy Planks
twilightforest:canopy_stairs, Canopy Stairs
twilightforest:canopy_slab:0, Canopy Slab
twilightforest:canopy_button, Canopy Button
twilightforest:canopy_door, Canopy Door
twilightforest:canopy_trapdoor, Canopy Trapdoor
twilightforest:canopy_fence, Canopy Fence
twilightforest:canopy_gate, Canopy Gate
twilightforest:canopy_plate, Canopy Pressure Plate
twilightforest:mangrove_planks, Mangrove Planks
twilightforest:mangrove_stairs, Mangrove Stairs
twilightforest:mangrove_slab:0, Mangrove Slab
twilightforest:mangrove_button, Mangrove Button
twilightforest:mangrove_door, Mangrove Door
twilightforest:mangrove_trapdoor, Mangrove Trapdoor
twilightforest:mangrove_fence, Mangrove Fence
twilightforest:mangrove_gate, Mangrove Gate
twilightforest:mangrove_plate, Mangrove Pressure Plate
twilightforest:dark_planks, Darkwood Planks
twilightforest:dark_stairs, Darkwood Stairs
twilightforest:dark_slab:0, Darkwood Slab
twilightforest:dark_button, Darkwood Button
twilightforest:dark_door, Darkwood Door
twilightforest:dark_trapdoor, Darkwood Trapdoor
twilightforest:dark_fence, Darkwood Fence
twilightforest:dark_gate, Darkwood Gate
twilightforest:dark_plate, Darkwood Pressure Plate
twilightforest:time_planks, Timewood Planks
twilightforest:time_stairs, Timewood Stairs
twilightforest:time_slab:0, Timewood Slab
twilightforest:time_button, Timewood Button
twilightforest:time_door, Timewood Door
twilightforest:time_trapdoor, Timewood Trapdoor
twilightforest:time_fence, Timewood Fence
twilightforest:time_gate, Timewood Gate
twilightforest:time_plate, Timewood Pressure Plate
twilightforest:trans_planks, Transwood Planks
twilightforest:trans_stairs, Transwood Stairs
twilightforest:trans_slab:0, Transwood Slab
twilightforest:trans_button, Transwood Button
twilightforest:trans_door, Transwood Door
twilightforest:trans_trapdoor, Transwood Trapdoor
twilightforest:trans_fence, Transwood Fence
twilightforest:trans_gate, Transwood Gate
twilightforest:trans_plate, Transwood Pressure Plate
twilightforest:mine_planks, Minewood Planks
twilightforest:mine_stairs, Minewood Stairs
twilightforest:mine_slab:0, Minewood Slab
twilightforest:mine_button, Minewood Button
twilightforest:mine_door, Minewood Door
twilightforest:mine_trapdoor, Minewood Trapdoor
twilightforest:mine_fence, Minewood Fence
twilightforest:mine_gate, Minewood Gate
twilightforest:mine_plate, Minewood Pressure Plate
twilightforest:sort_planks, Sortingwood Planks
twilightforest:sort_stairs, Sortingwood Stairs
twilightforest:sort_slab:0, Sortingwood Slab
twilightforest:sort_button, Sortingwood Button
twilightforest:sort_door, Sortingwood Door
twilightforest:sort_trapdoor, Sortingwood Trapdoor
twilightforest:sort_fence, Sortingwood Fence
twilightforest:sort_gate, Sortingwood Gate
twilightforest:sort_plate, Sortingwood Pressure Plate
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:data_model_twilight_forest, §bTwilight Forest Data Model§r
deepmoblearning:data_model_twilight_swamp, §bTwilight Swamp Data Model§r
deepmoblearning:data_model_twilight_darkwood, §bTwilight Darkwood Data Model§r
deepmoblearning:data_model_twilight_glacier, §bTwilight Glacier Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:living_matter_twilight, Twilight Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
deepmoblearning:pristine_matter_twilight_forest, Pristine Twilight Forest Matter
deepmoblearning:pristine_matter_twilight_swamp, Pristine Twilight Swamp Matter
deepmoblearning:pristine_matter_twilight_darkwood, Pristine Twilight Darkwood Matter
deepmoblearning:pristine_matter_twilight_glacier, Pristine Twilight Glacier Matter
desirepaths:grass_worn_1, Trampled Grass
desirepaths:grass_worn_2, Slightly Worn Grass
desirepaths:grass_worn_3, Worn Grass
desirepaths:grass_worn_4, Very Worn Grass
desirepaths:grass_worn_5, Patches of Grass
desirepaths:grass_worn_6, Bare Dirt
futuremc:dye:0, White Dye
futuremc:dye:1, Blue Dye
futuremc:dye:2, Brown Dye
futuremc:dye:3, Black Dye
futuremc:banner_pattern:0, Banner Pattern
futuremc:banner_pattern:1, Banner Pattern
futuremc:banner_pattern:2, Banner Pattern
futuremc:banner_pattern:3, Banner Pattern
futuremc:banner_pattern:4, Banner Pattern
futuremc:banner_pattern:5, Banner Pattern
futuremc:sweet_berries, Sweet Berries
futuremc:suspicious_stew, Suspicious Stew
futuremc:lantern, Lantern
futuremc:stonecutter, Stonecutter
futuremc:barrel, Barrel
futuremc:loom, Loom
futuremc:fletching_table, Fletching Table
futuremc:smithing_table, Smithing Table
futuremc:cartography_table, Cartography Table
futuremc:grindstone, Grindstone
futuremc:composter, Composter
futuremc:bell, Bell
futuremc:honey_block, Honey Block
futuremc:honeycomb_block, Honeycomb Block
futuremc:lily_of_the_valley, Lily of the Valley
futuremc:cornflower, Cornflower
futuremc:wither_rose, Wither Rose
futuremc:campfire, Campfire
futuremc:scaffolding, Scaffolding
futuremc:brick_wall, Brick Wall
futuremc:granite_wall, Granite Wall
futuremc:andesite_wall, Andesite Wall
futuremc:diorite_wall, Diorite Wall
futuremc:sandstone_wall, Sandstone Wall
futuremc:red_sandstone_wall, Red Sandstone Wall
futuremc:stone_brick_wall, Stone Brick Wall
futuremc:mossy_stone_brick_wall, Mossy Stone Brick Wall
futuremc:nether_brick_wall, Nether Brick Wall
futuremc:red_nether_brick_wall, Red Nether Brick Wall
futuremc:end_stone_brick_wall, End Stone Brick Wall
futuremc:prismarine_wall, Prismarine Wall
futuremc:smooth_stone, Smooth Stone
futuremc:smooth_sandstone, Smooth Sandstone
futuremc:smooth_quartz, Smooth Quartz
futuremc:smooth_red_sandstone, Smooth Red Sandstone
futuremc:acacia_trapdoor, Acacia Trapdoor
futuremc:jungle_trapdoor, Jungle Trapdoor
futuremc:birch_trapdoor, Birch Trapdoor
futuremc:spruce_trapdoor, Spruce Trapdoor
futuremc:dark_oak_trapdoor, Dark Oak Trapdoor
futuremc:soul_fire_lantern, Soul Lantern
futuremc:soul_fire_torch, Soul Torch
futuremc:soul_soil, Soul Soil
futuremc:netherite_ingot, Netherite Ingot
futuremc:netherite_scrap, Netherite Scrap
futuremc:netherite_axe, Netherite Axe
futuremc:netherite_hoe, Netherite Hoe
futuremc:netherite_pickaxe, Netherite Pickaxe
futuremc:netherite_shovel, Netherite Shovel
futuremc:netherite_sword, Netherite Sword
futuremc:netherite_helmet, Netherite Helmet
futuremc:netherite_chestplate, Netherite Chestplate
futuremc:netherite_leggings, Netherite Leggings
futuremc:netherite_boots, Netherite Boots
futuremc:chain, Chain
futuremc:netherite_block, Block of Netherite
futuremc:ancient_debris, Ancient Debris
futuremc:record_pigstep, Music Disc
mocreatures:deep_wyvstone_button, Deep Wyvstone Button [NYI]
mocreatures:wyvstone_button, Wyvstone Button
mocreatures:wyvwood_button, Wyvwood Button
mocreatures:wyvdirt, Wyvdirt
mocreatures:wyvwood_fence_gate, Wyvwood Fence Gate
mocreatures:wyvwood_fence, Wyvwood Fence
mocreatures:firestone, Firestone [NYI]
mocreatures:gleaming_glass, Gleaming Glass
mocreatures:wyvgrass, Wyvgrass Block
mocreatures:wyvwood_leaves, Wyvwood Leaves
mocreatures:wyvwood_log, Wyvwood Log
mocreatures:ancient_silver_block, Block of Ancient Silver
mocreatures:fine_silver_block, Block of Fine Silver
mocreatures:wyvern_nest_block, Wyvern Nest Block [NYI]
mocreatures:ancient_ore, Ancient Ore [NYI]
mocreatures:wyvern_diamond_ore, Wyvern Diamond Ore [NYI]
mocreatures:wyvern_emerald_ore, Wyvern Emerald Ore [NYI]
mocreatures:wyvern_gold_ore, Wyvern Gold Ore [NYI]
mocreatures:wyvern_iron_ore, Wyvern Iron Ore [NYI]
mocreatures:wyvern_lapis_ore, Wyvern Lapis Lazuli Ore [NYI]
mocreatures:gleaming_glass_pane, Gleaming Glass Pane
mocreatures:wyvwood_planks, Wyvwood Planks
mocreatures:deep_wyvstone_pressure_plate, Deep Wyvstone Pressure Plate [NYI]
mocreatures:wyvstone_pressure_plate, Wyvstone Pressure Plate
mocreatures:wyvwood_pressure_plate, Wyvwood Pressure Plate
mocreatures:carved_silver_sandstone, Chiseled Silver Sandstone
mocreatures:silver_sandstone, Silver Sandstone
mocreatures:smooth_silver_sandstone, Cut Silver Sandstone
mocreatures:cobbled_deep_wyvstone, Cobbled Deep Wyvstone [NYI]
mocreatures:cobbled_wyvstone, Cobbled Wyvstone
mocreatures:deep_wyvstone, Deep Wyvstone [NYI]
mocreatures:mossy_cobbled_deep_wyvstone, Mossy Cobbled Deep Wyvstone [NYI]
mocreatures:mossy_cobbled_wyvstone, Mossy Cobbled Wyvstone
mocreatures:wyvstone, Wyvstone
mocreatures:silver_sand, Silver Sand
mocreatures:wyvwood_sapling, Wyvwood Sapling
mocreatures:wyvwood_stairs, Wyvwood Stairs
mocreatures:silver_sandstone_stairs, Silver Sandstone Stairs
mocreatures:cobbled_deep_wyvstone_stairs, Cobbled Deep Wyvstone Stairs [NYI]
mocreatures:cobbled_wyvstone_stairs, Cobbled Wyvstone Stairs
mocreatures:deep_wyvstone_stairs, Deep Wyvstone Stairs [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_stairs, Mossy Cobbled Deep Wyvstone Stairs [NYI]
mocreatures:mossy_cobbled_wyvstone_stairs, Mossy Cobbled Wyvstone Stairs
mocreatures:wyvstone_stairs, Wyvstone Stairs
mocreatures:tall_wyvgrass, Wyvgrass
mocreatures:wyvwood_trapdoor, Wyvwood Trapdoor
mocreatures:silver_sandstone_wall, Silver Sandstone Wall
mocreatures:cobbled_deep_wyvstone_wall, Cobbled Deep Wyvstone Wall [NYI]
mocreatures:cobbled_wyvstone_wall, Cobbled Wyvstone Wall
mocreatures:deep_wyvstone_wall, Deep Wyvstone Wall [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_wall, Mossy Cobbled Deep Wyvstone Wall [NYI]
mocreatures:mossy_cobbled_wyvstone_wall, Mossy Cobbled Wyvstone Wall
mocreatures:wyvstone_wall, Wyvstone Wall
mocreatures:silver_sandstone_slab:0, Silver Sandstone Slab
mocreatures:cobbled_deep_wyvstone_slab:0, Cobbled Deep Wyvstone Slab [NYI]
mocreatures:cobbled_wyvstone_slab:0, Cobbled Wyvstone Slab
mocreatures:deep_wyvstone_slab:0, Deep Wyvstone Slab [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_slab:0, Mossy Cobbled Deep Wyvstone Slab [NYI]
mocreatures:mossy_cobbled_wyvstone_slab:0, Mossy Cobbled Wyvstone Slab
mocreatures:wyvstone_slab:0, Wyvstone Slab
mocreatures:wyvwood_slab:0, Wyvwood Slab
mocreatures:kittybed_white, White Kitty Bed
mocreatures:kittybed_orange, Orange Kitty Bed
mocreatures:kittybed_magenta, Magenta Kitty Bed
mocreatures:kittybed_light_blue, Light Blue Kitty Bed
mocreatures:kittybed_yellow, Yellow Kitty Bed
mocreatures:kittybed_lime, Lime Kitty Bed
mocreatures:kittybed_pink, Pink Kitty Bed
mocreatures:kittybed_gray, Gray Kitty Bed
mocreatures:kittybed_silver, Light Gray Kitty Bed
mocreatures:kittybed_cyan, Cyan Kitty Bed
mocreatures:kittybed_purple, Purple Kitty Bed
mocreatures:kittybed_blue, Blue Kitty Bed
mocreatures:kittybed_brown, Brown Kitty Bed
mocreatures:kittybed_green, Green Kitty Bed
mocreatures:kittybed_red, Red Kitty Bed
mocreatures:kittybed_black, Black Kitty Bed
mocreatures:sharkteeth, Shark Tooth
mocreatures:sugarlump, Sugar Lumps
mocreatures:mocegg:0, Blue Fishy Egg
mocreatures:mocegg:1, Regal Blue Fishy Egg
mocreatures:mocegg:2, Orange White Stripe Fishy Egg
mocreatures:mocegg:3, Light Blue Fishy Egg
mocreatures:mocegg:4, Green Yellow Fishy Egg
mocreatures:mocegg:5, Green Fishy Egg
mocreatures:mocegg:6, Purple Fishy Egg
mocreatures:mocegg:7, Yellow Fishy Egg
mocreatures:mocegg:8, Orange Blue Stripe Fishy Egg
mocreatures:mocegg:9, Black White Fishy Egg
mocreatures:mocegg:10, Red Fishy Egg
mocreatures:mocegg:11, Shark Egg
mocreatures:mocegg:21, Dark Snake Egg
mocreatures:mocegg:22, Spotted Snake Egg
mocreatures:mocegg:23, Orange Snake Egg
mocreatures:mocegg:24, Green Snake Egg
mocreatures:mocegg:25, Coral Snake Egg
mocreatures:mocegg:26, Cobra Egg
mocreatures:mocegg:27, Rattlesnake Egg
mocreatures:mocegg:28, Python Egg
mocreatures:mocegg:30, Ostrich Egg
mocreatures:mocegg:31, Stolen Ostrich Egg
mocreatures:mocegg:33, Komodo Dragon Egg
mocreatures:mocegg:41, Earth Scorpion Egg
mocreatures:mocegg:42, Dark Scorpion Egg
mocreatures:mocegg:43, Fire Scorpion Egg
mocreatures:mocegg:44, Frost Scorpion Egg
mocreatures:mocegg:45, Undead Scorpion Egg
mocreatures:mocegg:50, Jungle Wyvern Egg
mocreatures:mocegg:51, Swamp Wyvern Egg
mocreatures:mocegg:52, Savanna Wyvern Egg
mocreatures:mocegg:53, Sand Wyvern Egg
mocreatures:mocegg:54, Mother Wyvern Egg
mocreatures:mocegg:55, Undead Wyvern Egg
mocreatures:mocegg:56, Light Wyvern Egg
mocreatures:mocegg:57, Dark Wyvern Egg
mocreatures:mocegg:58, Arctic Wyvern Egg
mocreatures:mocegg:59, Cave Wyvern Egg
mocreatures:mocegg:60, Mountain Wyvern Egg
mocreatures:mocegg:61, Sea Wyvern Egg
mocreatures:mocegg:62, Fire Manticore Egg
mocreatures:mocegg:63, Dark Manticore Egg
mocreatures:mocegg:64, Frost Manticore Egg
mocreatures:mocegg:65, Toxic Manticore Egg
mocreatures:mocegg:66, Manticore Egg
mocreatures:mocegg:70, Salmon Egg
mocreatures:mocegg:71, Cod Egg
mocreatures:mocegg:72, Bass Egg
mocreatures:mocegg:80, Anchovy Egg
mocreatures:mocegg:81, Angelfish Egg
mocreatures:mocegg:82, Anglerfish Egg
mocreatures:mocegg:83, Clownfish Egg
mocreatures:mocegg:84, Goldfish Egg
mocreatures:mocegg:85, Hippo Tang Egg
mocreatures:mocegg:86, Mandarinfish Egg
mocreatures:mocegg:90, Piranha Egg
mocreatures:bigcatclaw, Big Cat Claw
mocreatures:medallion, Medallion
mocreatures:kittylitter, Litter Box
mocreatures:woolball, Wool Ball
mocreatures:petfood, Pet Food
mocreatures:reptilehide, Reptile Hide
mocreatures:reptilehelmet, Reptile Cap
mocreatures:reptileplate, Reptile Tunic
mocreatures:reptilelegs, Reptile Pants
mocreatures:reptileboots, Reptile Boots
mocreatures:fur, Fur
mocreatures:omelet, Omelette
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlecooked, Cooked Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:ancientsilverscrap, Ancient Silver Scrap
mocreatures:ancientsilveringot, Ancient Silver Ingot
mocreatures:ancientsilvernugget, Ancient Silver Nugget
mocreatures:fine_silver_ingot, Fine Silver Ingot
mocreatures:fine_silver_nugget, Fine Silver Nugget
mocreatures:ancient_silver_helmet, Ancient Silver Helmet
mocreatures:ancient_silver_chestplate, Ancient Silver Chestplate
mocreatures:ancient_silver_leggings, Ancient Silver Leggings
mocreatures:ancient_silver_boots, Ancient Silver Boots
mocreatures:firestonechunk, Firestone Chunk [NYI]
mocreatures:whip, Whip
mocreatures:reptile_whip, Reptile Whip
mocreatures:nunchaku, Ninja Nunchaku
mocreatures:sai, Ninja Sai
mocreatures:bo, Ninja Bo Staff
mocreatures:katana, Ninja Katana
mocreatures:sharksword, Shark Sword
mocreatures:shark_mattock, Shark Mattock
mocreatures:sharkaxe, Shark Axe
mocreatures:silversword, Ancient Silver Sword
mocreatures:ancient_silver_mattock, Ancient Silver Mattock
mocreatures:silveraxe, Ancient Silver Axe
mocreatures:ancient_silver_bow, Ancient Silver Bow
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essence_eternal, Essence of Eternity [NYI]
mocreatures:essencefire, Essence of Fire
mocreatures:essence_ice, Essence of Ice [NYI]
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Lightness
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fishing Net
mocreatures:fishnetfull:0, Fishing Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furhelmet, Fur Hood
mocreatures:furchest, Fur Tunic
mocreatures:furlegs, Fur Pants
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heart_eternal, Heart of Eternity [NYI]
mocreatures:heartfire, Heart of Fire
mocreatures:heart_ice, Heart of Ice [NYI]
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Horse Armor
mocreatures:mysticpear, Mystic Pear
